_id,date,center_name,attendance_count
48838164,2019-12-17,West Penn Community Center,59
48838165,2019-12-16,Ammon Community Center,107
48838166,2019-12-16,Brookline Community Center,30
48838167,2019-12-16,Ormsby Community Center,14
48838168,2019-12-16,Paulson Community Center,27
48838169,2019-12-16,Phillips Community Center,87
48838170,2019-12-16,Warrington Community Center,63
48838171,2019-12-16,Magee Community Center,44
48838172,2019-12-16,West Penn Community Center,66
48838173,2019-12-14,Brookline Community Center,9
48838174,2019-12-14,Phillips Community Center,3
48838175,2019-12-14,Warrington Community Center,6
48838176,2019-12-14,Magee Community Center,16
48838177,2019-12-14,West Penn Community Center,42
48838178,2019-12-13,Ammon Community Center,42
48838179,2019-12-13,Brookline Community Center,42
48838180,2019-12-13,Paulson Community Center,27
48838181,2019-12-13,Ormsby Community Center,19
48838182,2019-12-13,Phillips Community Center,38
48838183,2019-12-13,Warrington Community Center,54
48838184,2019-12-13,Magee Community Center,43
48838185,2019-12-13,West Penn Community Center,47
48838186,2019-12-12,Ammon Community Center,76
48838187,2019-12-12,Brookline Community Center,54
48838188,2019-12-12,Ormsby Community Center,44
48838189,2019-12-12,Paulson Community Center,20
48838190,2019-12-12,Phillips Community Center,47
48838191,2019-12-12,Warrington Community Center,47
48838192,2019-12-12,Magee Community Center,35
48838193,2019-12-12,West Penn Community Center,61
48838194,2019-12-11,Ammon Community Center,96
48838195,2019-12-11,Brookline Community Center,69
48838196,2019-12-11,Paulson Community Center,22
48838197,2019-12-11,Ormsby Community Center,9
48838198,2019-12-11,Phillips Community Center,66
48838199,2019-12-11,Warrington Community Center,56
48838200,2019-12-11,Magee Community Center,24
48838201,2019-12-11,West Penn Community Center,62
48838202,2019-12-10,Ammon Community Center,14
48838203,2019-12-10,Brookline Community Center,44
48838204,2019-12-10,Ormsby Community Center,33
48838205,2019-12-10,Paulson Community Center,27
48838206,2019-12-10,Phillips Community Center,61
48838207,2019-12-10,Warrington Community Center,44
48838208,2019-12-10,Magee Community Center,32
48838209,2019-12-10,West Penn Community Center,64
48838210,2019-12-09,Ammon Community Center,77
48838211,2019-12-09,Brookline Community Center,52
48838212,2019-12-09,Paulson Community Center,21
48838213,2019-12-09,Ormsby Community Center,29
48838214,2019-12-09,Phillips Community Center,58
48838215,2019-12-09,Warrington Community Center,53
48838216,2019-12-09,Magee Community Center,38
48838217,2019-12-09,West Penn Community Center,51
48838218,2019-12-07,Brookline Community Center,12
48838219,2019-12-07,Phillips Community Center,28
48838220,2019-12-07,Warrington Community Center,24
48838221,2019-12-07,Magee Community Center,5
48838222,2019-12-07,West Penn Community Center,65
48838223,2019-12-06,Ammon Community Center,37
48838224,2019-12-06,Brookline Community Center,47
48838225,2019-12-06,Ormsby Community Center,7
48838226,2019-12-06,Paulson Community Center,26
48838227,2019-12-06,Phillips Community Center,157
48838228,2019-12-06,Warrington Community Center,67
48838229,2019-12-06,Magee Community Center,26
48838230,2019-12-06,West Penn Community Center,44
48838231,2019-12-05,Ammon Community Center,72
48838232,2019-12-05,Brookline Community Center,40
48838233,2019-12-05,Paulson Community Center,26
48838234,2019-12-05,Ormsby Community Center,18
48838235,2019-12-05,Phillips Community Center,35
48838236,2019-12-05,Warrington Community Center,47
48838237,2019-12-05,Magee Community Center,33
48838238,2019-12-05,Jefferson Community Center,23
48838239,2019-12-05,West Penn Community Center,49
48838240,2019-12-04,Ammon Community Center,47
48838241,2019-12-04,Brookline Community Center,61
48838242,2019-12-04,Ormsby Community Center,10
48838243,2019-12-04,Paulson Community Center,15
48838244,2019-12-04,Phillips Community Center,60
48838245,2019-12-04,Warrington Community Center,56
48838246,2019-12-04,Jefferson Community Center,18
48838247,2019-12-04,Magee Community Center,28
48838248,2019-12-04,West Penn Community Center,54
48838249,2019-12-03,Ammon Community Center,17
48838250,2019-12-03,Brookline Community Center,46
48838251,2019-12-03,Paulson Community Center,7
48838252,2019-12-03,Ormsby Community Center,18
48838253,2019-12-03,Phillips Community Center,54
48838254,2019-12-03,Warrington Community Center,59
48838255,2019-12-03,Magee Community Center,36
48838256,2019-12-03,West Penn Community Center,65
48838257,2019-12-02,Ammon Community Center,38
48838258,2019-12-02,Brookline Community Center,56
48838259,2019-12-02,Ormsby Community Center,12
48838260,2019-12-02,Paulson Community Center,10
48838261,2019-12-02,Phillips Community Center,62
48838262,2019-12-02,Warrington Community Center,44
48838263,2019-12-02,Magee Community Center,28
48838264,2019-12-02,Jefferson Community Center,10
48838265,2019-12-02,West Penn Community Center,69
48838266,2019-11-27,Ammon Community Center,6
48838267,2019-11-27,Brookline Community Center,63
48838268,2019-11-27,Paulson Community Center,1
48838269,2019-11-27,Ormsby Community Center,37
48838270,2019-11-27,Phillips Community Center,80
48838271,2019-11-27,Warrington Community Center,58
48838272,2019-11-27,Magee Community Center,42
48838273,2019-11-27,West Penn Community Center,49
48838274,2019-11-26,Ammon Community Center,44
48838275,2019-11-26,Brookline Community Center,57
48838276,2019-11-26,Ormsby Community Center,22
48838277,2019-11-26,Paulson Community Center,23
48838278,2019-11-26,Phillips Community Center,51
48838279,2019-11-26,Warrington Community Center,60
48838280,2019-11-26,Magee Community Center,40
48838281,2019-11-26,West Penn Community Center,42
48838282,2019-11-25,Ammon Community Center,15
48838283,2019-11-25,Brookline Community Center,46
48838284,2019-11-25,Paulson Community Center,15
48838285,2019-11-25,Ormsby Community Center,38
48838286,2019-11-25,Phillips Community Center,58
48838287,2019-11-25,Warrington Community Center,66
48838288,2019-11-25,Magee Community Center,53
48838289,2019-11-25,Jefferson Community Center,11
48838290,2019-11-25,West Penn Community Center,66
48838291,2019-11-24,Ammon Community Center,1
48838292,2019-11-23,Brookline Community Center,18
48838293,2019-11-23,Phillips Community Center,11
48838294,2019-11-23,Warrington Community Center,11
48838295,2019-11-23,Magee Community Center,7
48838296,2019-11-23,West Penn Community Center,46
48838297,2019-11-22,Ammon Community Center,10
48838298,2019-11-22,Brookline Community Center,42
48838299,2019-11-22,Ormsby Community Center,17
48838300,2019-11-22,Paulson Community Center,5
48838301,2019-11-22,Phillips Community Center,72
48838302,2019-11-22,Warrington Community Center,55
48838303,2019-11-22,Magee Community Center,22
48838304,2019-11-22,West Penn Community Center,49
48838305,2019-11-21,Ammon Community Center,20
48838306,2019-11-21,Brookline Community Center,102
48838307,2019-11-21,Paulson Community Center,3
48838308,2019-11-21,Ormsby Community Center,23
48838309,2019-11-21,Phillips Community Center,45
48838310,2019-11-21,Warrington Community Center,44
48838311,2019-11-21,Magee Community Center,36
48838312,2019-11-21,Jefferson Community Center,14
48838313,2019-11-21,West Penn Community Center,73
48838314,2019-11-20,Ammon Community Center,47
48838315,2019-11-20,Brookline Community Center,61
48838316,2019-11-20,Ormsby Community Center,13
48838317,2019-11-20,Paulson Community Center,1
48838318,2019-11-20,Phillips Community Center,68
48838319,2019-11-20,Warrington Community Center,60
48838320,2019-11-20,Magee Community Center,39
48838321,2019-11-20,West Penn Community Center,46
48838322,2019-11-19,Ammon Community Center,22
48838323,2019-11-19,Brookline Community Center,84
48838324,2019-11-19,Ormsby Community Center,13
48838325,2019-11-19,Phillips Community Center,54
48838326,2019-11-19,Warrington Community Center,56
48838327,2019-11-19,Magee Community Center,64
48838328,2019-11-19,West Penn Community Center,50
48838329,2019-11-18,Ammon Community Center,20
48838330,2019-11-18,Brookline Community Center,54
48838331,2019-11-18,Ormsby Community Center,8
48838332,2019-11-18,Paulson Community Center,7
48838333,2019-11-18,Phillips Community Center,61
48838334,2019-11-18,Warrington Community Center,69
48838335,2019-11-18,Magee Community Center,44
48838336,2019-11-18,West Penn Community Center,74
48838337,2019-11-16,Phillips Community Center,33
48838338,2019-11-16,Warrington Community Center,10
48838339,2019-11-16,Magee Community Center,14
48838340,2019-11-16,West Penn Community Center,102
48838341,2019-11-15,Ammon Community Center,34
48838342,2019-11-15,Brookline Community Center,59
48838343,2019-11-15,Paulson Community Center,2
48838344,2019-11-15,Ormsby Community Center,3
48838345,2019-11-15,Phillips Community Center,44
48838346,2019-11-15,Warrington Community Center,50
48838347,2019-11-15,Magee Community Center,20
48838348,2019-11-15,Jefferson Community Center,1
48838349,2019-11-15,West Penn Community Center,36
48838350,2019-11-14,Ammon Community Center,35
48838351,2019-11-14,Brookline Community Center,52
48838352,2019-11-14,Ormsby Community Center,16
48838353,2019-11-14,Paulson Community Center,2
48838354,2019-11-14,Phillips Community Center,56
48838355,2019-11-14,Warrington Community Center,50
48838356,2019-11-14,Jefferson Community Center,14
48838357,2019-11-14,Magee Community Center,39
48838358,2019-11-14,West Penn Community Center,46
48838359,2019-11-13,Ammon Community Center,37
48838360,2019-11-13,Brookline Community Center,50
48838361,2019-11-13,Paulson Community Center,2
48838362,2019-11-13,Ormsby Community Center,10
48838363,2019-11-13,Phillips Community Center,62
48838364,2019-11-13,Warrington Community Center,63
48838365,2019-11-13,Magee Community Center,31
48838366,2019-11-13,Jefferson Community Center,13
48838367,2019-11-13,West Penn Community Center,76
48838368,2019-11-12,Ammon Community Center,19
48838369,2019-11-12,Brookline Community Center,53
48838370,2019-11-12,Ormsby Community Center,16
48838371,2019-11-12,Paulson Community Center,2
48838372,2019-11-12,Phillips Community Center,67
48838373,2019-11-12,Warrington Community Center,33
48838374,2019-11-12,Jefferson Community Center,13
48838375,2019-11-12,Magee Community Center,42
48838376,2019-11-12,West Penn Community Center,51
48838377,2019-11-09,Magee Community Center,1
48838378,2019-11-08,Ammon Community Center,63
48838379,2019-11-08,Brookline Community Center,73
48838380,2019-11-08,Paulson Community Center,11
48838381,2019-11-08,Ormsby Community Center,11
48838382,2019-11-08,Phillips Community Center,83
48838383,2019-11-08,Warrington Community Center,45
48838384,2019-11-08,Magee Community Center,38
48838385,2019-11-08,Jefferson Community Center,19
48838386,2019-11-08,West Penn Community Center,72
48838387,2019-11-07,Ammon Community Center,34
48838388,2019-11-07,Brookline Community Center,50
48838389,2019-11-07,Ormsby Community Center,15
48838390,2019-11-07,Phillips Community Center,40
48838391,2019-11-07,Warrington Community Center,75
48838392,2019-11-07,Jefferson Community Center,14
48838393,2019-11-07,Magee Community Center,46
48838394,2019-11-07,West Penn Community Center,59
48838395,2019-11-06,Ammon Community Center,56
48838396,2019-11-06,Brookline Community Center,65
48838397,2019-11-06,Ormsby Community Center,7
48838398,2019-11-06,Paulson Community Center,3
48838399,2019-11-06,Phillips Community Center,90
48838400,2019-11-06,Warrington Community Center,54
48838401,2019-11-06,Magee Community Center,48
48838402,2019-11-06,Jefferson Community Center,13
48838403,2019-11-06,West Penn Community Center,54
48838404,2019-11-05,Ammon Community Center,32
48838405,2019-11-05,Ormsby Community Center,20
48838406,2019-11-05,Phillips Community Center,107
48838407,2019-11-05,Jefferson Community Center,13
48838408,2019-11-05,Magee Community Center,60
48838409,2019-11-05,West Penn Community Center,59
48838410,2019-11-04,Ammon Community Center,41
48838411,2019-11-04,Brookline Community Center,45
48838412,2019-11-04,Ormsby Community Center,7
48838413,2019-11-04,Phillips Community Center,56
48838414,2019-11-04,Warrington Community Center,76
48838415,2019-11-04,Magee Community Center,39
48838416,2019-11-04,Jefferson Community Center,18
48838417,2019-11-04,West Penn Community Center,59
48838418,2019-11-02,Brookline Community Center,15
48838419,2019-11-02,Phillips Community Center,3
48838420,2019-11-02,Warrington Community Center,22
48838421,2019-11-02,West Penn Community Center,37
48838422,2019-11-01,Ammon Community Center,25
48838423,2019-11-01,Brookline Community Center,77
48838424,2019-11-01,Ormsby Community Center,7
48838425,2019-11-01,Phillips Community Center,33
48838426,2019-11-01,Warrington Community Center,53
48838427,2019-11-01,Jefferson Community Center,15
48838428,2019-11-01,Magee Community Center,49
48838429,2019-11-01,West Penn Community Center,31
48838430,2019-10-31,Ammon Community Center,30
48838431,2019-10-31,Brookline Community Center,50
48838432,2019-10-31,Ormsby Community Center,11
48838433,2019-10-31,Phillips Community Center,12
48838434,2019-10-31,Warrington Community Center,25
48838435,2019-10-31,Magee Community Center,32
48838436,2019-10-31,Jefferson Community Center,18
48838437,2019-10-31,West Penn Community Center,90
48838438,2019-10-30,Ammon Community Center,34
48838439,2019-10-30,Brookline Community Center,61
48838440,2019-10-30,Ormsby Community Center,11
48838441,2019-10-30,Paulson Community Center,22
48838442,2019-10-30,Phillips Community Center,27
48838443,2019-10-30,Warrington Community Center,57
48838444,2019-10-30,Jefferson Community Center,24
48838445,2019-10-30,Magee Community Center,38
48838446,2019-10-30,West Penn Community Center,84
48838447,2019-10-29,Ammon Community Center,24
48838448,2019-10-29,Brookline Community Center,74
48838449,2019-10-29,Paulson Community Center,3
48838450,2019-10-29,Ormsby Community Center,17
48838451,2019-10-29,Phillips Community Center,31
48838452,2019-10-29,Warrington Community Center,53
48838453,2019-10-29,Magee Community Center,24
48838454,2019-10-29,Jefferson Community Center,31
48838455,2019-10-29,West Penn Community Center,50
48838456,2019-10-28,Ammon Community Center,30
48838457,2019-10-28,Brookline Community Center,60
48838458,2019-10-28,Ormsby Community Center,3
